CRASH_DATE,CRASH_TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS_STREET_NAME,OFF_STREET_NAME,INJURED_PERSONS,KILLED_PERSONS,INJURED_PEDESTRIANS,KILLED_PEDESTRIANS,INJURED_CYCLISTS,KILLED_CYCLISTS,INJURED_MOTORISTS,KILLED_MOTORISTS,CONTRIBUTING_FACTOR_VEHICLE_1,CONTRIBUTING_FACTOR_VEHICLE_2,CONTRIBUTING_FACTOR_VEHICLE_3,CONTRIBUTING_FACTOR_VEHICLE_4,CONTRIBUTING_FACTOR_VEHICLE_5,COLLISION_ID,VEHICLE_TYPE_1,VEHICLE_TYPE_2,VEHICLE_TYPE_3,VEHICLE_TYPE_4,VEHICLE_TYPE_5
08/15/2016,23:50,BROOKLYN,11201,40.68993,-73.98148,POINT (-73.98148 40.68993),FLATBUSH AVENUE EXTENSION       ,DE KALB AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3501893,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-09-16,16:08,BROOKLYN,11216,40.67657,-73.94431,POINT (-73.94431 40.67657),DEAN STREET                     ,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3498153,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-06-16,16:20,STATEN ISLAND,10309,40.519234,-74.20039,POINT (-74.20039 40.519234),,,99        HANOVER AVENUE                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3496209,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/19/2016,22:00,MANHATTAN,10025,40.79166,-73.96469,POINT (-73.96469 40.79166),CENTRAL PARK WEST               ,WEST 96 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3504328,BICYCLE,PASSENGER VEHICLE,TAXI,BICYCLE,
08-05-16,19:00,BROOKLYN,11201,40.689144,-73.99071,POINT (-73.99071 40.689144),ATLANTIC AVENUE                 ,BOERUM PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3495115,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-06-16,18:50,BROOKLYN,11212,40.66003,-73.92179,POINT (-73.92179 40.66003),CLARKSON AVENUE                 ,EAST 95 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unsafe Speed,,,,3496524,PASSENGER VEHICLE,MOTORCYCLE,PASSENGER VEHICLE,,
07/30/2016,13:00,QUEENS,11377,40.742073,-73.89837,POINT (-73.89837 40.742073),66 STREET                       ,43 AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3491304,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-03-16,23:45,,,40.74849,-73.728516,POINT (-73.728516 40.74849),GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3494332,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/17/2016,17:00,,,40.608765,-74.14716,POINT (-74.14716 40.608765),,,653       WILLOWBROOK ROAD              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3502733,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/29/2016,12:50,BRONX,10457,40.84373,-73.90858,POINT (-73.90858 40.84373),EASTBURN AVENUE                 ,EAST 173 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3491771,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/13/2016,10:20,,,40.73635,-73.97502,POINT (-73.97502 40.73635),FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3499078,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
07/13/2018,16:00,BROOKLYN,11203,,,,CLARKSON AVE                    ,EAST 37TH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3943930,Sedan,Sedan,,,
07/29/2016,17:50,,,40.64247,-73.90471,POINT (-73.90471 40.64247),EAST 93 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3492119,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/28/2016,10:10,MANHATTAN,10013,40.719666,-73.99479,POINT (-73.99479 40.719666),,,345       BROOME STREET                 ,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3489886,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08-04-16,16:00,,,40.70375,-73.79916,POINT (-73.79916 40.70375),160 STREET                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3498224,OTHER,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
07/29/2016,13:00,QUEENS,11412,40.697815,-73.7602,POINT (-73.7602 40.697815),194 STREET                      ,114 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3490811,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-10-16,14:40,,,40.815826,-73.947044,POINT (-73.947044 40.815826),,,8 AVENUE                                ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3500003,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/19/2016,9:55,BRONX,10467,40.871376,-73.86334,POINT (-73.86334 40.871376),BURKE AVENUE                    ,BARNES AVENUE,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3515314,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08-03-16,23:30,MANHATTAN,10013,40.719837,-74.005196,POINT (-74.005196 40.719837),AVENUE OF THE AMERICAS          ,WALKER STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3532805,TAXI,TAXI,,,
08/16/2016,7:50,MANHATTAN,10006,40.70983,-74.01204,POINT (-74.01204 40.70983),,,110       LIBERTY STREET                ,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3502159,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08-07-16,12:00,,,40.74258,-73.729744,POINT (-73.729744 40.74258),CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Following Too Closely,,,3496028,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
08-05-16,9:30,,,40.7712,-73.83345,POINT (-73.83345 40.7712),WHITESTONE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3532953,SPORT UTILITY / STATION WAGON,,,,
08-08-16,10:45,BRONX,10451,40.823578,-73.93096,POINT (-73.93096 40.823578),,,700       EXTERIOR STREET               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Obstruction/Debris,,,,3495560,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/13/2016,15:50,,,40.86448,-73.91903,POINT (-73.91903 40.86448),WEST 207 STREET                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3500036,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08-08-16,17:08,BROOKLYN,11231,40.67848,-73.9933,POINT (-73.9933 40.67848),HOYT STREET                     ,2 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3499192,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/19/2016,17:00,,,40.608437,-74.12942,POINT (-74.12942 40.608437),STATEN ISLAND EXPY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3505013,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
08-11-16,0:00,STATEN ISLAND,10301,40.64038,-74.07761,POINT (-74.07761 40.64038),,,367       SAINT MARKS PLACE             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3500704,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
07/28/2016,14:00,MANHATTAN,10023,40.779217,-73.98195,POINT (-73.98195 40.779217),,,2091      BROADWAY                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3489265,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08-07-16,0:01,,,40.677246,-73.95561,POINT (-73.95561 40.677246),FRANKLIN AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3495100,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-11-16,20:00,QUEENS,11422,40.66801,-73.73607,POINT (-73.73607 40.66801),138 AVENUE                      ,241 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3498881,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/18/2016,17:47,BROOKLYN,11205,40.69327,-73.97353,POINT (-73.97353 40.69327),,,331A      MYRTLE AVENUE                 ,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3503241,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08-02-16,9:47,MANHATTAN,10005,40.707302,-74.00758,POINT (-74.00758 40.707302),,,1         LIBERTY STREET                ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3493202,BICYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,
07/30/2016,19:45,,,40.743473,-73.97677,POINT (-73.97677 40.743473),2 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3491450,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,TAXI,
08-02-16,21:45,,,,,,EASTCHESTER ROAD                ,PELHAM PARKWAY NORTH,,4,0,0,0,0,0,4,0,View Obstructed/Limited,Unspecified,,,,3493393,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08-06-16,9:50,,,40.841187,-73.93215,POINT (-73.93215 40.841187),HARLEM RIVER DRIVE              ,,,1,0,0,0,0,0,1,0,Unsafe Speed,,,,,3495467,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03-01-20,6:38,,,,,,BRIELLE AVENUE                  ,SELMOFF LANE,,0,0,0,0,0,0,0,0,Animals Action,,,,,4295490,Station Wagon/Sport Utility Vehicle,,,,
08/16/2016,14:38,,,40.701992,-73.80996,POINT (-73.80996 40.701992),145 STREET                      ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3502576,PASSENGER VEHICLE,OTHER,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/14/2016,11:50,QUEENS,11101,40.745174,-73.93726,POINT (-73.93726 40.745174),THOMSON AVENUE                  ,30 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3501284,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
08-03-16,19:00,BROOKLYN,11226,40.654457,-73.960785,POINT (-73.960785 40.654457),EAST 21 STREET                  ,WOODRUFF AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3495058,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,
08-06-16,3:00,QUEENS,11385,40.704273,-73.895836,POINT (-73.895836 40.704273),,,68-39     FRESH POND ROAD               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3496006,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08-02-16,17:00,,,40.57691,-73.976456,POINT (-73.976456 40.57691),BELT PARKWAY RAMP               ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,,,,3493448,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/15/2016,21:50,,,,,,BRUCKNER BOULEVARD              ,BALCOM AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3500900,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/19/2016,19:05,MANHATTAN,10002,40.71997,-73.992905,POINT (-73.992905 40.71997),CHRYSTIE STREET                 ,DELANCEY STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3504184,PASSENGER VEHICLE,OTHER,SPORT UTILITY / STATION WAGON,,
08-03-16,17:30,QUEENS,11421,40.6858,-73.86673,POINT (-73.86673 40.6858),,,90-51     ELDERTS LANE                  ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3494279,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/13/2016,18:55,QUEENS,11356,40.78169,-73.843216,POINT (-73.843216 40.78169),125 STREET                      ,20 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3500597,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-09-16,8:35,QUEENS,11436,40.673847,-73.795715,POINT (-73.795715 40.673847),143 STREET                      ,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,Unspecified,,,3496883,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
07/27/2016,12:20,,,40.85406,-73.91936,POINT (-73.91936 40.85406),MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3489394,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08-03-16,17:26,,,40.74084,-73.72681,POINT (-73.72681 40.74084),CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3494327,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
07/29/2016,22:00,,,40.745148,-73.93348,POINT (-73.93348 40.745148),QUEENS BOULEVARD                ,VANDAM STREET,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,3490755,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,
08-10-16,15:00,,,40.813255,-73.93028,POINT (-73.93028 40.813255),GRAND CONCOURSE                 ,EAST 138 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3497937,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08-07-16,1:30,BROOKLYN,11237,40.70154,-73.91725,POINT (-73.91725 40.70154),,,374       HARMAN STREET                 ,1,0,0,0,0,0,1,0,Driver Inexperience,,,,,3495109,MOTORCYCLE,MOTORCYCLE,,,
08-02-16,16:20,BRONX,10463,40.875282,-73.90884,POINT (-73.90884 40.875282),,,5237      BROADWAY                      ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3526622,BICYCLE,PASSENGER VEHICLE,,,
08-08-16,17:30,STATEN ISLAND,10304,40.62962,-74.07667,POINT (-74.07667 40.62962),BAY STREET                      ,WAVE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3498389,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-04-16,19:00,BRONX,10463,40.87763,-73.91906,POINT (-73.91906 40.87763),,,2287      JOHNSON AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3495600,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08-11-16,16:10,BRONX,10463,40.876503,-73.904564,POINT (-73.904564 40.876503),WEST 230 STREET                 ,MAJOR DEEGAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3498670,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08-01-16,22:00,QUEENS,11355,40.759895,-73.823944,POINT (-73.823944 40.759895),41 AVENUE                       ,BOWNE STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3493102,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-11-16,15:49,,,40.77207,-73.94994,POINT (-73.94994 40.77207),YORK AVENUE                     ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3498492,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,TAXI,
08/15/2016,16:30,QUEENS,11421,40.69394,-73.85379,POINT (-73.85379 40.69394),,,91-05     86 DRIVE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3504793,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08-10-16,10:36,,,40.66644,-73.95361,POINT (-73.95361 40.66644),ROGERS AVENUE                   ,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3497346,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/29/2020,0:15,,,,,,WEST KINGSBRIDGE ROAD           ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4295415,Sedan,Station Wagon/Sport Utility Vehicle,,,
08/18/2016,15:00,MANHATTAN,10036,,,,12 AVENUE                       ,WEST 43 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3502869,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/30/2016,16:35,MANHATTAN,10026,40.802807,-73.95365,POINT (-73.95365 40.802807),,,211       WEST 115 STREET               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3499980,SMALL COM VEH(4 TIRES) ,OTHER,VAN,,
08/15/2016,17:31,STATEN ISLAND,10305,40.591965,-74.086464,POINT (-74.086464 40.591965),BENTON AVENUE                   ,JEROME ROAD,,4,0,0,0,0,0,4,0,Obstruction/Debris,Unspecified,,,,3505012,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-07-16,19:25,QUEENS,11433,40.69877,-73.787346,POINT (-73.787346 40.69877),,,107-61    MERRICK BOULEVARD             ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3501921,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/15/2016,20:30,,,40.737553,-73.85089,POINT (-73.85089 40.737553),LONG ISLAND EXPRESSWAY          ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3501354,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08-04-16,13:15,BRONX,10468,40.861744,-73.911804,POINT (-73.911804 40.861744),CEDAR AVENUE                    ,WEST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3548661,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08-10-16,16:30,QUEENS,11411,40.690884,-73.72801,POINT (-73.72801 40.690884),,,234-16    LINDEN BOULEVARD              ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3503645,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08-01-16,17:00,BROOKLYN,11221,40.691753,-73.928566,POINT (-73.928566 40.691753),,,515       VAN BUREN STREET              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3493583,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,
08/15/2016,18:00,QUEENS,11420,40.66708,-73.81033,POINT (-73.81033 40.66708),NORTH CONDUIT AVENUE            ,130 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3501261,PASSENGER VEHICLE,MOTORCYCLE,MOTORCYCLE,SPORT UTILITY / STATION WAGON,
08/15/2016,16:45,STATEN ISLAND,10304,40.588757,-74.09651,POINT (-74.09651 40.588757),SEAVIEW AVENUE                  ,NORTH RAILROAD AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3502142,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-03-16,9:56,QUEENS,11418,40.702568,-73.83303,POINT (-73.83303 40.702568),85 AVENUE                       ,118 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3493645,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08-04-16,5:11,QUEENS,11101,40.752975,-73.91024,POINT (-73.91024 40.752975),51 STREET                       ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3502099,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,
08-01-16,18:00,QUEENS,11417,40.67423,-73.843216,POINT (-73.843216 40.67423),,,134-24    CROSS BAY BOULEVARD           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3493052,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-12-16,16:10,,,40.66584,-73.75551,POINT (-73.75551 40.66584),BELT PARKWAY                    ,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,,,3499660,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
07/31/2016,0:50,,,40.700592,-73.98605,POINT (-73.98605 40.700592),PROSPECT STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3491234,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08-12-16,17:50,,,40.749996,-73.93673,POINT (-73.93673 40.749996),41 AVENUE                       ,QUEENS PLAZA NORTH,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3499357,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/18/2016,11:40,BROOKLYN,11205,40.69217,-73.95194,POINT (-73.95194 40.69217),,,230       NOSTRAND AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503212,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/18/2016,9:21,BROOKLYN,11230,40.61295,-73.96293,POINT (-73.96293 40.61295),,,1837      CONEY ISLAND AVENUE           ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3503148,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/13/2016,20:00,BRONX,10467,40.871407,-73.86522,POINT (-73.86522 40.871407),BURKE AVENUE                    ,HOLLAND AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3508379,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/19/2016,10:00,BROOKLYN,11223,40.60547,-73.98327,POINT (-73.98327 40.60547),,,94        QUENTIN ROAD                  ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3506058,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/19/2016,15:10,,,40.642303,-74.01324,POINT (-74.01324 40.642303),55 STREET                       ,,,2,0,1,0,1,0,0,0,Unspecified,,,,,3533273,BICYCLE,,,,
08-05-16,7:30,,,40.71019,-73.95363,POINT (-73.95363 40.71019),SOUTH 2 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3496625,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/17/2016,12:55,QUEENS,11414,40.665154,-73.83366,POINT (-73.83366 40.665154),101 STREET                      ,155 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3501967,PASSENGER VEHICLE,MOTORCYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-06-16,23:28,,,40.680016,-73.87743,POINT (-73.87743 40.680016),ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3495809,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08-12-16,13:25,MANHATTAN,10018,40.75228,-73.9897,POINT (-73.9897 40.75228),WEST 36 STREET                  ,7 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3499890,BICYCLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,BICYCLE,SPORT UTILITY / STATION WAGON
08/19/2016,18:25,,,40.73684,-73.99778,POINT (-73.99778 40.73684),WEST 13 STREET                  ,,,1,0,0,0,1,0,0,0,Passenger Distraction,Following Too Closely,,,,3503803,BICYCLE,PASSENGER VEHICLE,TAXI,BICYCLE,
08/19/2016,13:58,MANHATTAN,10007,40.714478,-74.01354,POINT (-74.01354 40.714478),BARCLAY STREET                  ,WEST STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Lane Changing,,,,3504162,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,TAXI,
08/13/2016,21:03,,,,,,VANWYCK EXPRESSWAY              ,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3504786,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08-02-16,11:20,,,40.774853,-73.98067,POINT (-73.98067 40.774853),WEST 68 STREET                  ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3493280,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08-01-16,15:00,MANHATTAN,10036,,,,WEST 46 STREET                  ,12 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3495341,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-10-16,18:27,,,40.755825,-73.903404,POINT (-73.903404 40.755825),,,32 AVENUE                               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3499348,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
